,user_id,sessions,purchases,carted,favorited,total_actions,night_actions,weekend_sessions,total_sessions,dominant_category,top_category_share,user_segment
219,869,5,0,0,0,13,4,4,5,4801426,0.3076923076923077,Window Shopper
220,872,1,0,0,0,2,0,0,1,3425094,1.0,One-Time User
221,877,1,0,0,0,1,0,0,1,1281227,1.0,One-Time User
222,880,2,0,0,0,2,1,1,2,1299190,1.0,Window Shopper
223,882,2,0,0,0,3,0,2,2,532507,0.3333333333333333,Window Shopper
224,883,1,0,0,0,1,0,1,1,3738615,1.0,One-Time User
225,885,1,0,0,0,2,2,2,1,4402326,1.0,One-Time User
226,889,1,0,1,0,1,1,1,1,4145813,1.0,Cart Abandoner
227,905,2,0,0,0,4,2,0,2,3607361,0.5,Window Shopper
228,907,1,0,0,0,1,0,1,1,245312,1.0,One-Time User
229,917,1,0,0,0,1,0,1,1,2355072,1.0,One-Time User
230,928,1,0,0,0,2,2,0,1,2640118,0.5,One-Time User
231,929,1,0,0,0,1,0,1,1,590997,1.0,One-Time User
232,941,1,0,0,0,1,1,1,1,4292119,1.0,One-Time User
233,942,2,0,2,0,2,1,2,2,2355072,0.5,Window Shopper
234,943,1,0,0,0,1,1,1,1,4145813,1.0,One-Time User
235,946,1,0,0,0,1,0,0,1,4308141,1.0,One-Time User
236,948,1,0,0,0,2,0,2,1,411153,1.0,One-Time User
237,951,1,1,0,0,2,2,0,1,2529187,0.5,Impulse Buyer
238,953,1,0,0,0,2,0,0,1,982926,0.5,One-Time User
239,963,1,0,0,0,1,1,1,1,3081594,1.0,One-Time User
240,966,2,0,0,1,3,0,3,2,815311,0.3333333333333333,Window Shopper
241,968,2,0,0,0,3,1,2,2,149192,0.3333333333333333,Window Shopper
242,969,2,0,0,0,2,1,2,2,643645,0.5,Window Shopper
243,971,1,0,0,0,3,0,0,1,982926,0.3333333333333333,One-Time User
244,972,2,0,0,0,3,0,0,2,642223,0.3333333333333333,Window Shopper
245,979,1,0,0,0,2,0,2,1,2131531,0.5,One-Time User
246,988,1,0,0,0,1,1,0,1,3231625,1.0,One-Time User
247,989,1,0,0,0,2,0,2,1,1275696,0.5,One-Time User
248,992,1,0,0,1,2,0,2,1,3607361,1.0,Wishlister
249,993,1,0,0,0,1,1,0,1,1029459,1.0,One-Time User
250,1007,2,0,0,0,2,1,1,2,285583,0.5,Window Shopper
251,1035,1,0,0,0,1,1,1,1,1807416,1.0,One-Time User
252,1042,1,0,0,0,1,0,1,1,2096639,1.0,One-Time User
253,1044,1,0,0,0,2,0,0,1,757910,0.5,One-Time User
254,1049,1,0,1,0,1,1,1,1,3407883,1.0,Cart Abandoner
255,1053,1,0,0,0,2,0,2,1,237446,1.0,One-Time User
256,1056,1,0,0,0,2,0,2,1,119741,0.5,One-Time User
257,1067,1,0,0,0,1,0,0,1,3002561,1.0,One-Time User
258,1069,1,0,0,0,1,0,0,1,235534,1.0,One-Time User
259,1073,1,0,0,0,1,0,1,1,2782399,1.0,One-Time User
260,1081,1,0,0,2,3,3,3,1,235534,0.3333333333333333,Wishlister
261,1089,1,0,0,0,2,0,2,1,1320293,0.5,One-Time User
262,1091,2,0,0,0,2,1,0,2,284968,0.5,Window Shopper
263,1094,1,0,0,0,1,1,0,1,4145813,1.0,One-Time User
264,1096,2,0,0,0,3,1,0,2,2640118,0.6666666666666666,Window Shopper
265,1101,2,0,0,0,2,1,2,2,1080785,0.5,Window Shopper
266,1102,1,0,0,0,1,0,0,1,3607361,1.0,One-Time User
267,1104,4,0,0,0,5,0,1,4,2355072,0.4,Window Shopper
268,1110,1,0,0,0,2,0,2,1,4145813,1.0,One-Time User
269,1112,1,0,0,0,1,1,0,1,874007,1.0,One-Time User
270,1113,1,0,0,0,1,0,1,1,149192,1.0,One-Time User
271,1119,2,0,1,0,4,1,2,2,1646753,0.25,Window Shopper
272,1120,1,0,1,0,2,0,0,1,856718,0.5,Cart Abandoner
273,1125,3,0,1,1,4,0,3,3,1020087,0.5,Window Shopper
274,1126,1,0,0,1,3,0,0,1,4145813,0.6666666666666666,Wishlister
275,1129,2,0,0,0,2,0,1,2,724320,0.5,Window Shopper
276,1131,1,0,0,0,1,0,1,1,2355072,1.0,One-Time User
277,1133,1,0,0,0,2,2,2,1,245312,0.5,One-Time User
278,1134,1,0,0,0,2,0,2,1,3738615,1.0,One-Time User
279,1139,2,0,0,0,4,0,3,2,3102419,0.5,Window Shopper
280,1143,1,0,0,0,1,0,0,1,2188684,1.0,One-Time User
281,1144,1,0,1,0,1,0,1,1,1045172,1.0,Cart Abandoner
282,1150,1,0,0,0,1,0,0,1,1568197,1.0,One-Time User
283,1151,1,0,0,0,1,1,0,1,4145813,1.0,One-Time User
284,1156,3,1,2,0,4,3,4,3,1320293,0.25,Weekend Shopper
285,1159,1,0,0,0,2,2,0,1,4756105,1.0,One-Time User
286,1164,1,0,0,0,1,0,0,1,2355072,1.0,One-Time User
287,1175,3,0,1,0,6,2,6,3,4355436,0.8333333333333334,Window Shopper
288,1182,1,0,0,0,1,1,1,1,1132429,1.0,One-Time User
289,1183,1,0,0,0,1,0,1,1,4672807,1.0,One-Time User
290,1187,1,0,0,0,1,0,0,1,2465336,1.0,One-Time User
291,1193,1,0,0,0,2,0,2,1,1851156,0.5,One-Time User
292,1195,1,0,0,0,1,0,0,1,4869428,1.0,One-Time User
293,1199,2,0,0,0,3,2,0,2,3579754,0.6666666666666666,Window Shopper
294,1204,1,0,0,0,1,0,1,1,4733463,1.0,One-Time User
295,1208,1,0,0,0,1,1,0,1,285583,1.0,One-Time User
296,1209,1,0,0,0,1,0,1,1,4643350,1.0,One-Time User
297,1233,1,0,0,0,2,0,2,1,238434,0.5,One-Time User
298,1238,1,0,0,0,1,1,1,1,2964603,1.0,One-Time User
299,1241,1,0,0,0,2,0,0,1,2436637,1.0,One-Time User
300,1247,3,0,0,1,5,2,3,3,1320293,0.2,Window Shopper
301,1249,2,0,0,0,2,0,1,2,3496816,0.5,Window Shopper
302,1252,1,0,0,0,3,0,0,1,1265358,0.3333333333333333,One-Time User
303,1258,1,0,0,0,2,0,0,1,154040,0.5,One-Time User
304,1260,1,0,0,0,2,2,0,1,1288487,0.5,One-Time User
305,1261,2,0,1,0,3,1,1,2,4789432,0.6666666666666666,Window Shopper
306,1264,1,0,0,0,2,0,0,1,4145813,1.0,One-Time User
307,1272,1,0,0,0,1,1,0,1,4217906,1.0,One-Time User
308,1273,2,0,0,0,3,0,3,2,3448250,0.6666666666666666,Window Shopper
309,1276,2,0,0,0,4,0,4,2,2520377,0.5,Window Shopper
310,1277,1,0,0,0,2,0,0,1,2131531,0.5,One-Time User
311,1283,1,0,0,0,1,0,0,1,4145813,1.0,One-Time User
312,1289,2,0,0,1,4,4,2,2,4756105,0.5,Window Shopper
313,1291,1,0,0,0,2,2,0,1,411153,1.0,One-Time User
314,1307,1,0,0,0,2,0,2,1,4217906,0.5,One-Time User
315,1309,2,0,1,0,3,0,3,2,2195789,0.6666666666666666,Window Shopper
316,1311,3,0,0,1,4,1,0,3,1568197,0.5,Window Shopper
317,1317,2,0,0,0,3,3,0,2,2520377,0.3333333333333333,Window Shopper
318,1319,2,0,0,0,3,0,3,2,1061857,0.3333333333333333,Window Shopper
319,1323,1,0,0,0,2,0,2,1,2735466,0.5,One-Time User
320,1328,1,0,0,0,2,0,0,1,4355436,1.0,One-Time User
321,1336,1,0,0,0,1,0,0,1,4173315,1.0,One-Time User
322,1337,3,0,0,2,3,2,2,3,149192,0.3333333333333333,Window Shopper
323,1339,2,0,2,0,3,2,3,2,4181361,0.3333333333333333,Window Shopper
324,1345,1,0,0,0,2,0,2,1,2228184,0.5,One-Time User
325,1346,1,0,0,0,2,0,0,1,2578647,0.5,One-Time User
326,1352,1,0,0,0,2,2,0,1,902410,0.5,One-Time User
327,1353,1,0,0,0,1,1,1,1,4756105,1.0,One-Time User
328,1360,2,0,0,0,4,0,0,2,4756105,0.5,Window Shopper
329,1364,2,0,0,0,2,1,1,2,737184,0.5,Window Shopper
330,1384,1,0,1,0,2,2,0,1,149192,0.5,Cart Abandoner
331,1386,1,0,0,0,1,1,0,1,3536601,1.0,One-Time User
332,1387,1,0,0,0,1,0,0,1,2576484,1.0,One-Time User
333,1390,2,0,0,0,3,3,2,2,4801426,0.6666666666666666,Window Shopper
334,1395,2,0,1,1,2,1,1,2,102272,0.5,Window Shopper
335,1399,1,0,0,0,2,0,2,1,772629,0.5,One-Time User
336,1402,2,0,0,0,2,0,1,2,102272,0.5,Window Shopper
337,1404,2,0,0,0,3,0,3,2,4181361,0.6666666666666666,Window Shopper
338,1411,1,0,0,0,1,0,0,1,2920476,1.0,One-Time User
339,1418,1,0,0,0,1,1,0,1,330316,1.0,One-Time User
340,1421,1,0,0,0,1,0,0,1,3381583,1.0,One-Time User
341,1424,1,0,0,0,2,0,0,1,4145813,1.0,One-Time User
342,1430,3,0,0,0,3,2,1,3,1029459,0.3333333333333333,Window Shopper
343,1433,1,0,1,0,2,0,2,1,2465336,0.5,Cart Abandoner
344,1435,1,0,0,0,2,0,0,1,2072473,1.0,One-Time User
345,1438,2,0,0,0,5,3,2,2,2465336,0.6,Window Shopper
346,1443,1,0,0,0,4,0,0,1,2087597,0.5,One-Time User
347,1444,1,0,0,0,1,0,0,1,1548278,1.0,One-Time User
348,1449,1,0,0,0,1,0,1,1,1433774,1.0,One-Time User
349,1450,1,0,0,0,1,1,1,1,4801426,1.0,One-Time User
350,1452,1,0,0,0,1,0,0,1,2355072,1.0,One-Time User
351,1457,1,0,0,0,2,2,2,1,238434,1.0,One-Time User
352,1459,2,0,1,0,3,0,3,2,2465336,0.3333333333333333,Window Shopper
353,1461,1,0,0,0,1,1,1,1,4145813,1.0,One-Time User
354,1463,1,0,0,0,1,0,0,1,50601,1.0,One-Time User
355,1469,1,0,0,0,3,3,3,1,149192,0.6666666666666666,One-Time User
356,1470,1,0,1,0,1,1,0,1,2520771,1.0,Cart Abandoner
357,1477,1,0,0,0,1,0,1,1,2270398,1.0,One-Time User
358,1478,1,0,0,0,1,0,0,1,1046047,1.0,One-Time User
359,1479,1,0,0,1,3,3,0,1,3459562,0.6666666666666666,Wishlister
360,1488,1,0,0,0,1,0,1,1,4130426,1.0,One-Time User
361,1496,1,0,0,0,1,1,1,1,2465336,1.0,One-Time User
362,1500,1,0,0,0,1,0,0,1,3607361,1.0,One-Time User
363,1501,3,0,1,0,5,0,2,3,2247787,0.2,Window Shopper
364,1504,1,0,0,0,2,0,0,1,1567637,1.0,One-Time User
365,1507,1,0,0,0,2,2,2,1,1320293,0.5,One-Time User
366,1513,1,0,0,0,2,0,2,1,4756105,1.0,One-Time User
367,1514,1,0,0,0,1,0,1,1,4466876,1.0,One-Time User
368,1521,2,0,0,0,2,0,0,2,2691737,0.5,Window Shopper
369,1529,2,0,0,0,2,2,0,2,2355072,0.5,Window Shopper
370,1530,2,0,0,0,2,0,2,2,238434,0.5,Window Shopper
371,1538,1,0,0,0,1,0,1,1,4241245,1.0,One-Time User
372,1539,1,0,1,0,1,0,1,1,262541,1.0,Cart Abandoner
373,1542,1,0,0,0,1,1,0,1,2578647,1.0,One-Time User
374,1548,1,0,1,0,1,1,1,1,965809,1.0,Cart Abandoner
375,1549,1,0,0,0,1,0,0,1,2520377,1.0,One-Time User
376,1556,1,0,0,0,1,1,0,1,4276787,1.0,One-Time User
377,1557,1,0,0,0,1,0,0,1,3123784,1.0,One-Time User
378,1558,2,0,0,0,5,0,2,2,3738615,1.0,Window Shopper
379,1573,1,0,0,0,2,0,2,1,1575622,0.5,One-Time User
380,1577,1,0,0,0,1,1,1,1,2520771,1.0,One-Time User
381,1578,1,0,0,0,1,0,1,1,3004853,1.0,One-Time User
382,1581,1,0,0,0,1,0,0,1,3354571,1.0,One-Time User
383,1586,1,0,0,0,2,2,2,1,154040,0.5,One-Time User
384,1590,1,0,0,0,2,0,2,1,2355072,1.0,One-Time User
385,1592,1,0,0,0,1,1,0,1,411153,1.0,One-Time User
386,1598,1,0,0,0,1,0,0,1,201867,1.0,One-Time User
387,1605,2,0,0,0,2,0,2,2,2520377,0.5,Window Shopper
388,1608,1,0,0,0,1,0,1,1,941949,1.0,One-Time User
389,1609,1,0,0,0,1,0,0,1,4690421,1.0,One-Time User
390,1614,1,0,0,1,2,2,2,1,2925160,1.0,Wishlister
391,1616,1,0,0,0,1,0,1,1,4082778,1.0,One-Time User
