user_id,session_id,action,viewed,carted,favorited,purchased,session_duration
278,2,['pv'],True,False,False,False,0.0
278,6,"['pv', 'pv']",True,False,False,False,18.533333333333335
280,2,['pv'],True,False,False,False,0.0
283,2,['pv'],True,False,False,False,0.0
286,1,['cart'],False,True,False,False,0.0
286,3,['pv'],True,False,False,False,0.0
286,4,['pv'],True,False,False,False,0.0
287,1,['pv'],True,False,False,False,0.0
288,3,"['pv', 'pv']",True,False,False,False,30.783333333333335
290,2,['pv'],True,False,False,False,0.0
292,2,['pv'],True,False,False,False,0.0
293,1,['pv'],True,False,False,False,0.0
299,1,['pv'],True,False,False,False,0.0
299,5,['cart'],False,True,False,False,0.0
299,6,"['pv', 'pv']",True,False,False,False,10.833333333333334
309,1,['pv'],True,False,False,False,0.0
310,1,['pv'],True,False,False,False,0.0
312,4,"['pv', 'pv']",True,False,False,False,7.933333333333334
320,2,"['pv', 'pv']",True,False,False,False,1.85
320,3,['pv'],True,False,False,False,0.0
320,5,"['pv', 'pv']",True,False,False,False,1.55
321,3,"['pv', 'pv']",True,False,False,False,2.0
322,1,"['pv', 'pv']",True,False,False,False,7.1
328,1,['pv'],True,False,False,False,0.0
328,2,['cart'],False,True,False,False,0.0
328,3,['pv'],True,False,False,False,0.0
331,2,['pv'],True,False,False,False,0.0
337,1,['pv'],True,False,False,False,0.0
350,2,['pv'],True,False,False,False,0.0
351,3,['pv'],True,False,False,False,0.0
352,4,"['buy', 'buy']",False,False,False,True,0.3333333333333333
357,5,['pv'],True,False,False,False,0.0
357,6,"['pv', 'pv']",True,False,False,False,6.283333333333333
359,1,['pv'],True,False,False,False,0.0
361,1,['pv'],True,False,False,False,0.0
361,2,['buy'],False,False,False,True,0.0
365,1,"['pv', 'pv']",True,False,False,False,15.766666666666667
367,1,"['pv', 'pv']",True,False,False,False,0.3
370,1,['cart'],False,True,False,False,0.0
372,1,['pv'],True,False,False,False,0.0
375,4,['pv'],True,False,False,False,0.0
376,3,"['pv', 'pv']",True,False,False,False,3.8666666666666667
380,2,"['pv', 'pv']",True,False,False,False,3.15
380,3,"['pv', 'pv']",True,False,False,False,1.35
380,5,['pv'],True,False,False,False,0.0
381,6,"['pv', 'pv']",True,False,False,False,14.083333333333334
382,2,['pv'],True,False,False,False,0.0
388,3,['pv'],True,False,False,False,0.0
388,4,['pv'],True,False,False,False,0.0
388,6,['pv'],True,False,False,False,0.0
392,2,['pv'],True,False,False,False,0.0
393,2,['pv'],True,False,False,False,0.0
400,1,['pv'],True,False,False,False,0.0
400,2,['pv'],True,False,False,False,0.0
402,2,"['pv', 'pv']",True,False,False,False,1.1166666666666667
404,1,"['pv', 'pv']",True,False,False,False,22.4
404,3,"['pv', 'pv']",True,False,False,False,1.9833333333333334
404,5,['pv'],True,False,False,False,0.0
407,1,['pv'],True,False,False,False,0.0
412,2,['pv'],True,False,False,False,0.0
415,1,['pv'],True,False,False,False,0.0
417,4,"['pv', 'pv']",True,False,False,False,11.516666666666667
417,5,"['pv', 'pv']",True,False,False,False,2.966666666666667
419,3,['pv'],True,False,False,False,0.0
420,2,['pv'],True,False,False,False,0.0
431,2,['pv'],True,False,False,False,0.0
432,2,"['pv', 'pv']",True,False,False,False,25.983333333333334
438,1,['pv'],True,False,False,False,0.0
438,2,['pv'],True,False,False,False,0.0
441,2,['pv'],True,False,False,False,0.0
448,1,['pv'],True,False,False,False,0.0
453,3,['buy'],False,False,False,True,0.0
457,2,['pv'],True,False,False,False,0.0
461,2,['pv'],True,False,False,False,0.0
463,4,['pv'],True,False,False,False,0.0
467,3,"['pv', 'pv', 'pv']",True,False,False,False,22.6
468,3,['pv'],True,False,False,False,0.0
472,1,"['pv', 'pv']",True,False,False,False,1.45
485,3,['pv'],True,False,False,False,0.0
485,4,"['pv', 'pv', 'pv']",True,False,False,False,63.63333333333333
485,5,['pv'],True,False,False,False,0.0
485,9,['pv'],True,False,False,False,0.0
488,2,"['pv', 'fav']",True,False,True,False,9.666666666666666
495,2,"['pv', 'pv']",True,False,False,False,1.3833333333333333
498,2,"['pv', 'pv']",True,False,False,False,6.866666666666666
498,4,['pv'],True,False,False,False,0.0
499,1,"['pv', 'pv']",True,False,False,False,12.15
503,2,['pv'],True,False,False,False,0.0
507,1,"['pv', 'pv']",True,False,False,False,26.65
510,1,['pv'],True,False,False,False,0.0
516,2,['pv'],True,False,False,False,0.0
521,4,['pv'],True,False,False,False,0.0
523,1,['pv'],True,False,False,False,0.0
523,4,['pv'],True,False,False,False,0.0
527,2,['pv'],True,False,False,False,0.0
528,5,"['pv', 'pv']",True,False,False,False,5.216666666666667
534,1,"['pv', 'pv']",True,False,False,False,0.7166666666666667
535,4,"['pv', 'pv', 'pv']",True,False,False,False,22.733333333333334
535,5,['pv'],True,False,False,False,0.0
543,2,['pv'],True,False,False,False,0.0
543,3,['pv'],True,False,False,False,0.0
543,5,['pv'],True,False,False,False,0.0
552,1,"['pv', 'pv']",True,False,False,False,16.9
553,1,"['pv', 'pv']",True,False,False,False,19.05
554,3,['pv'],True,False,False,False,0.0
559,3,['pv'],True,False,False,False,0.0
559,4,"['pv', 'pv']",True,False,False,False,17.016666666666666
564,1,['pv'],True,False,False,False,0.0
565,2,['pv'],True,False,False,False,0.0
566,5,['pv'],True,False,False,False,0.0
568,1,['buy'],False,False,False,True,0.0
570,2,"['pv', 'pv']",True,False,False,False,5.816666666666666
570,5,"['pv', 'pv', 'pv']",True,False,False,False,15.483333333333333
574,3,['pv'],True,False,False,False,0.0
575,1,['pv'],True,False,False,False,0.0
578,2,['pv'],True,False,False,False,0.0
578,3,"['pv', 'pv']",True,False,False,False,25.716666666666665
582,2,"['pv', 'pv']",True,False,False,False,0.7833333333333333
582,6,"['pv', 'pv']",True,False,False,False,5.516666666666667
593,4,['pv'],True,False,False,False,0.0
596,1,['fav'],False,False,True,False,0.0
597,2,['pv'],True,False,False,False,0.0
597,4,"['pv', 'pv']",True,False,False,False,19.833333333333332
597,5,"['pv', 'cart']",True,True,False,False,6.233333333333333
600,1,"['pv', 'pv']",True,False,False,False,1.4
603,3,"['pv', 'pv']",True,False,False,False,8.783333333333333
604,3,['pv'],True,False,False,False,0.0
606,2,['pv'],True,False,False,False,0.0
611,2,['pv'],True,False,False,False,0.0
611,4,['pv'],True,False,False,False,0.0
613,2,['pv'],True,False,False,False,0.0
617,1,"['cart', 'cart', 'pv', 'pv']",True,True,False,False,27.05
617,2,['pv'],True,False,False,False,0.0
623,2,"['pv', 'pv']",True,False,False,False,0.8
623,5,['pv'],True,False,False,False,0.0
625,1,"['cart', 'pv']",True,True,False,False,12.716666666666667
625,2,"['pv', 'cart']",True,True,False,False,13.816666666666666
625,3,"['pv', 'pv']",True,False,False,False,24.383333333333333
625,4,['pv'],True,False,False,False,0.0
629,2,"['pv', 'pv']",True,False,False,False,21.016666666666666
631,2,['pv'],True,False,False,False,0.0
632,1,"['pv', 'pv']",True,False,False,False,6.866666666666666
632,3,['pv'],True,False,False,False,0.0
634,1,['pv'],True,False,False,False,0.0
634,2,['pv'],True,False,False,False,0.0
647,1,"['pv', 'pv']",True,False,False,False,1.65
657,4,"['pv', 'pv']",True,False,False,False,2.816666666666667
657,7,"['pv', 'pv', 'pv']",True,False,False,False,24.416666666666668
657,8,"['pv', 'pv']",True,False,False,False,9.433333333333334
657,10,"['pv', 'pv']",True,False,False,False,2.9833333333333334
660,2,['pv'],True,False,False,False,0.0
660,3,"['pv', 'pv']",True,False,False,False,10.966666666666667
672,1,['pv'],True,False,False,False,0.0
678,1,['pv'],True,False,False,False,0.0
682,1,['pv'],True,False,False,False,0.0
682,3,"['pv', 'cart']",True,True,False,False,3.5166666666666666
683,2,['pv'],True,False,False,False,0.0
693,2,"['pv', 'pv', 'pv']",True,False,False,False,18.133333333333333
694,5,['cart'],False,True,False,False,0.0
698,1,['buy'],False,False,False,True,0.0
708,4,"['pv', 'pv']",True,False,False,False,17.966666666666665
714,1,"['pv', 'pv']",True,False,False,False,4.183333333333334
729,2,"['pv', 'pv']",True,False,False,False,0.2833333333333333
740,2,['pv'],True,False,False,False,0.0
740,3,['pv'],True,False,False,False,0.0
746,1,"['pv', 'pv']",True,False,False,False,13.066666666666666
750,2,"['pv', 'pv']",True,False,False,False,5.7
760,1,"['buy', 'pv']",True,False,False,True,12.583333333333334
762,1,['fav'],False,False,True,False,0.0
762,3,['pv'],True,False,False,False,0.0
766,1,"['pv', 'pv']",True,False,False,False,10.3
767,2,['fav'],False,False,True,False,0.0
768,3,['pv'],True,False,False,False,0.0
769,2,['pv'],True,False,False,False,0.0
770,1,"['pv', 'pv', 'pv']",True,False,False,False,16.933333333333334
772,1,['pv'],True,False,False,False,0.0
782,1,['pv'],True,False,False,False,0.0
782,2,['pv'],True,False,False,False,0.0
786,3,"['pv', 'pv']",True,False,False,False,12.266666666666667
792,2,['pv'],True,False,False,False,0.0
794,1,"['pv', 'pv']",True,False,False,False,3.8333333333333335
796,2,['pv'],True,False,False,False,0.0
803,2,['pv'],True,False,False,False,0.0
803,5,['pv'],True,False,False,False,0.0
807,3,['pv'],True,False,False,False,0.0
810,1,"['pv', 'pv']",True,False,False,False,2.25
810,6,['pv'],True,False,False,False,0.0
818,1,"['pv', 'pv']",True,False,False,False,13.133333333333333
820,1,['pv'],True,False,False,False,0.0
820,3,"['pv', 'pv', 'pv', 'pv', 'pv']",True,False,False,False,26.25
820,4,['pv'],True,False,False,False,0.0
822,1,"['pv', 'pv', 'pv', 'pv']",True,False,False,False,30.716666666666665
822,3,"['pv', 'cart']",True,True,False,False,5.75
822,4,"['pv', 'buy']",True,False,False,True,52.56666666666667
828,3,['pv'],True,False,False,False,0.0
828,4,"['pv', 'pv']",True,False,False,False,1.55
831,3,['cart'],False,True,False,False,0.0
833,4,"['cart', 'cart']",False,True,False,False,16.65
837,1,['pv'],True,False,False,False,0.0
838,3,['pv'],True,False,False,False,0.0
838,4,"['pv', 'pv']",True,False,False,False,5.916666666666667
848,1,['pv'],True,False,False,False,0.0
850,1,"['pv', 'pv']",True,False,False,False,3.2333333333333334
850,3,"['pv', 'pv']",True,False,False,False,2.7
850,4,"['pv', 'cart']",True,True,False,False,14.466666666666667
850,7,['pv'],True,False,False,False,0.0
852,1,"['pv', 'pv', 'pv']",True,False,False,False,15.75
853,4,"['pv', 'pv', 'pv']",True,False,False,False,3.3666666666666667
855,1,['cart'],False,True,False,False,0.0
864,1,"['pv', 'pv']",True,False,False,False,7.483333333333333
864,3,"['pv', 'pv']",True,False,False,False,3.7
865,2,['pv'],True,False,False,False,0.0
868,1,"['pv', 'pv']",True,False,False,False,9.033333333333333
869,1,"['pv', 'pv']",True,False,False,False,10.05
869,2,"['pv', 'pv']",True,False,False,False,32.833333333333336
869,3,"['pv', 'pv', 'pv']",True,False,False,False,23.783333333333335
869,5,"['pv', 'pv']",True,False,False,False,25.216666666666665
869,6,"['pv', 'pv', 'pv', 'pv']",True,False,False,False,23.616666666666667
872,2,"['pv', 'pv']",True,False,False,False,4.916666666666667
877,2,['pv'],True,False,False,False,0.0
880,3,['pv'],True,False,False,False,0.0
880,4,['pv'],True,False,False,False,0.0
882,1,"['pv', 'pv']",True,False,False,False,28.683333333333334
882,3,['pv'],True,False,False,False,0.0
883,1,['pv'],True,False,False,False,0.0
885,2,"['pv', 'pv']",True,False,False,False,0.7166666666666667
889,3,['cart'],False,True,False,False,0.0
905,2,"['pv', 'pv']",True,False,False,False,1.8333333333333333
905,5,"['pv', 'pv']",True,False,False,False,2.9833333333333334
907,1,['pv'],True,False,False,False,0.0
917,1,['pv'],True,False,False,False,0.0
928,1,"['pv', 'pv']",True,False,False,False,14.583333333333334
929,1,['pv'],True,False,False,False,0.0
941,6,['pv'],True,False,False,False,0.0
942,1,['cart'],False,True,False,False,0.0
942,4,['cart'],False,True,False,False,0.0
943,1,['pv'],True,False,False,False,0.0
946,2,['pv'],True,False,False,False,0.0
948,4,"['pv', 'pv']",True,False,False,False,3.966666666666667
951,1,"['pv', 'buy']",True,False,False,True,31.033333333333335
953,1,"['pv', 'pv']",True,False,False,False,0.6166666666666667
963,3,['pv'],True,False,False,False,0.0
966,1,"['fav', 'pv']",True,False,True,False,2.95
966,2,['pv'],True,False,False,False,0.0
968,2,['pv'],True,False,False,False,0.0
968,3,"['pv', 'pv']",True,False,False,False,24.666666666666668
969,1,['pv'],True,False,False,False,0.0
969,4,['pv'],True,False,False,False,0.0
971,3,"['pv', 'pv', 'pv']",True,False,False,False,28.416666666666668
972,3,"['pv', 'pv']",True,False,False,False,8.4
972,4,['pv'],True,False,False,False,0.0
979,1,"['pv', 'pv']",True,False,False,False,25.066666666666666
988,2,['pv'],True,False,False,False,0.0
989,3,"['pv', 'pv']",True,False,False,False,8.316666666666666
992,1,"['fav', 'pv']",True,False,True,False,15.533333333333333
993,1,['pv'],True,False,False,False,0.0
1007,2,['pv'],True,False,False,False,0.0
1007,4,['pv'],True,False,False,False,0.0
1035,1,['pv'],True,False,False,False,0.0
1042,5,['pv'],True,False,False,False,0.0
1044,2,"['pv', 'pv']",True,False,False,False,38.81666666666667
1049,2,['cart'],False,True,False,False,0.0
1053,6,"['pv', 'pv']",True,False,False,False,1.8333333333333333
1056,1,"['pv', 'pv']",True,False,False,False,1.3
1067,4,['pv'],True,False,False,False,0.0
1069,1,['pv'],True,False,False,False,0.0
1073,1,['pv'],True,False,False,False,0.0
1081,4,"['fav', 'fav', 'pv']",True,False,True,False,47.38333333333333
1089,1,"['pv', 'pv']",True,False,False,False,11.8
1091,1,['pv'],True,False,False,False,0.0
1091,2,['pv'],True,False,False,False,0.0
1094,2,['pv'],True,False,False,False,0.0
1096,1,['pv'],True,False,False,False,0.0
1096,3,"['pv', 'pv']",True,False,False,False,7.05
1101,5,['pv'],True,False,False,False,0.0
1101,6,['pv'],True,False,False,False,0.0
1102,1,['pv'],True,False,False,False,0.0
1104,1,"['pv', 'pv']",True,False,False,False,3.25
1104,2,['pv'],True,False,False,False,0.0
1104,3,['pv'],True,False,False,False,0.0
1104,4,['pv'],True,False,False,False,0.0
1110,4,"['pv', 'pv']",True,False,False,False,29.5
1112,1,['pv'],True,False,False,False,0.0
1113,5,['pv'],True,False,False,False,0.0
1119,1,"['cart', 'pv']",True,True,False,False,20.466666666666665
1119,3,"['pv', 'pv']",True,False,False,False,0.13333333333333333
1120,1,"['pv', 'cart']",True,True,False,False,7.616666666666666
1125,2,['pv'],True,False,False,False,0.0
1125,4,"['pv', 'fav']",True,False,True,False,0.5833333333333334
1125,5,['cart'],False,True,False,False,0.0
1126,2,"['pv', 'pv', 'fav']",True,False,True,False,26.533333333333335
1129,1,['pv'],True,False,False,False,0.0
1129,5,['pv'],True,False,False,False,0.0
1131,1,['pv'],True,False,False,False,0.0
1133,1,"['pv', 'pv']",True,False,False,False,13.75
1134,3,"['pv', 'pv']",True,False,False,False,0.45
1139,4,['pv'],True,False,False,False,0.0
1139,5,"['pv', 'pv', 'pv']",True,False,False,False,18.5
1143,2,['pv'],True,False,False,False,0.0
1144,1,['cart'],False,True,False,False,0.0
1150,3,['pv'],True,False,False,False,0.0
1151,2,['pv'],True,False,False,False,0.0
1156,4,['buy'],False,False,False,True,0.0
1156,5,['pv'],True,False,False,False,0.0
1156,6,"['cart', 'cart']",False,True,False,False,4.95
1159,2,"['pv', 'pv']",True,False,False,False,0.4
1164,2,['pv'],True,False,False,False,0.0
1175,4,"['pv', 'pv']",True,False,False,False,28.483333333333334
1175,5,"['pv', 'pv', 'cart']",True,True,False,False,35.416666666666664
1175,6,['pv'],True,False,False,False,0.0
1182,3,['pv'],True,False,False,False,0.0
1183,4,['pv'],True,False,False,False,0.0
1187,2,['pv'],True,False,False,False,0.0
1193,2,"['pv', 'pv']",True,False,False,False,1.7666666666666666
1195,3,['pv'],True,False,False,False,0.0
1199,2,"['pv', 'pv']",True,False,False,False,3.3666666666666667
1199,3,['pv'],True,False,False,False,0.0
1204,2,['pv'],True,False,False,False,0.0
1208,2,['pv'],True,False,False,False,0.0
1209,3,['pv'],True,False,False,False,0.0
1233,2,"['pv', 'pv']",True,False,False,False,21.05
1238,2,['pv'],True,False,False,False,0.0
1241,4,"['pv', 'pv']",True,False,False,False,0.8166666666666667
1247,2,"['pv', 'fav']",True,False,True,False,28.366666666666667
1247,4,"['pv', 'pv']",True,False,False,False,2.0
1247,6,['pv'],True,False,False,False,0.0
1249,2,['pv'],True,False,False,False,0.0
1249,8,['pv'],True,False,False,False,0.0
1252,1,"['pv', 'pv', 'pv']",True,False,False,False,34.31666666666667
1258,2,"['pv', 'pv']",True,False,False,False,0.2
1260,2,"['pv', 'pv']",True,False,False,False,15.466666666666667
1261,1,"['cart', 'pv']",True,True,False,False,1.1166666666666667
1261,3,['pv'],True,False,False,False,0.0
1264,2,"['pv', 'pv']",True,False,False,False,3.283333333333333
1272,2,['pv'],True,False,False,False,0.0
1273,1,"['pv', 'pv']",True,False,False,False,17.45
1273,2,['pv'],True,False,False,False,0.0
1276,1,['pv'],True,False,False,False,0.0
1276,5,"['pv', 'pv', 'pv']",True,False,False,False,29.166666666666668
1277,1,"['pv', 'pv']",True,False,False,False,7.966666666666667
1283,2,['pv'],True,False,False,False,0.0
1289,2,"['fav', 'pv']",True,False,True,False,26.716666666666665
1289,6,"['pv', 'pv']",True,False,False,False,27.6
1291,4,"['pv', 'pv']",True,False,False,False,0.08333333333333333
1307,5,"['pv', 'pv']",True,False,False,False,19.433333333333334
1309,1,['pv'],True,False,False,False,0.0
1309,6,"['cart', 'pv']",True,True,False,False,2.0166666666666666
1311,3,['pv'],True,False,False,False,0.0
1311,4,['pv'],True,False,False,False,0.0
1311,6,"['fav', 'pv']",True,False,True,False,0.8166666666666667
1317,5,['pv'],True,False,False,False,0.0
1317,6,"['pv', 'pv']",True,False,False,False,10.966666666666667
1319,1,"['pv', 'pv']",True,False,False,False,3.1333333333333333
1319,2,['pv'],True,False,False,False,0.0
1323,1,"['pv', 'pv']",True,False,False,False,2.25
1328,1,"['pv', 'pv']",True,False,False,False,0.5666666666666667
1336,3,['pv'],True,False,False,False,0.0
1337,1,['fav'],False,False,True,False,0.0
1337,5,['pv'],True,False,False,False,0.0
1337,8,['fav'],False,False,True,False,0.0
1339,1,['cart'],False,True,False,False,0.0
1339,4,"['pv', 'cart']",True,True,False,False,8.3
1345,4,"['pv', 'pv']",True,False,False,False,29.666666666666668
1346,1,"['pv', 'pv']",True,False,False,False,7.183333333333334
1352,2,"['pv', 'pv']",True,False,False,False,6.633333333333334
1353,5,['pv'],True,False,False,False,0.0
1360,3,"['pv', 'pv']",True,False,False,False,24.933333333333334
1360,4,"['pv', 'pv']",True,False,False,False,4.516666666666667
1364,1,['pv'],True,False,False,False,0.0
1364,4,['pv'],True,False,False,False,0.0
1384,3,"['cart', 'pv']",True,True,False,False,3.45
1386,1,['pv'],True,False,False,False,0.0
1387,2,['pv'],True,False,False,False,0.0
1390,1,"['pv', 'pv']",True,False,False,False,2.4166666666666665
1390,3,['pv'],True,False,False,False,0.0
1395,1,['cart'],False,True,False,False,0.0
1395,6,['fav'],False,False,True,False,0.0
1399,1,"['pv', 'pv']",True,False,False,False,16.566666666666666
1402,2,['pv'],True,False,False,False,0.0
1402,4,['pv'],True,False,False,False,0.0
1404,5,"['pv', 'pv']",True,False,False,False,1.3833333333333333
1404,6,['pv'],True,False,False,False,0.0
1411,2,['pv'],True,False,False,False,0.0
1418,2,['pv'],True,False,False,False,0.0
1421,2,['pv'],True,False,False,False,0.0
1424,1,"['pv', 'pv']",True,False,False,False,2.25
1430,1,['pv'],True,False,False,False,0.0
1430,2,['pv'],True,False,False,False,0.0
1430,5,['pv'],True,False,False,False,0.0
1433,1,"['pv', 'cart']",True,True,False,False,2.3
1435,2,"['pv', 'pv']",True,False,False,False,1.55
1438,1,"['pv', 'pv', 'pv']",True,False,False,False,5.8
1438,3,"['pv', 'pv']",True,False,False,False,3.65
1443,4,"['pv', 'pv', 'pv', 'pv']",True,False,False,False,9.333333333333334
1444,1,['pv'],True,False,False,False,0.0
1449,3,['pv'],True,False,False,False,0.0
1450,1,['pv'],True,False,False,False,0.0
1452,3,['pv'],True,False,False,False,0.0
1457,4,"['pv', 'pv']",True,False,False,False,1.7666666666666666
1459,1,"['pv', 'cart']",True,True,False,False,10.15
1459,2,['pv'],True,False,False,False,0.0
1461,1,['pv'],True,False,False,False,0.0
1463,1,['pv'],True,False,False,False,0.0
1469,3,"['pv', 'pv', 'pv']",True,False,False,False,18.533333333333335
1470,2,['cart'],False,True,False,False,0.0
1477,1,['pv'],True,False,False,False,0.0
1478,3,['pv'],True,False,False,False,0.0
1479,1,"['pv', 'fav', 'pv']",True,False,True,False,14.5
1488,5,['pv'],True,False,False,False,0.0
1496,2,['pv'],True,False,False,False,0.0
1500,2,['pv'],True,False,False,False,0.0
1501,2,['pv'],True,False,False,False,0.0
1501,4,"['pv', 'cart']",True,True,False,False,8.45
1501,5,"['pv', 'pv']",True,False,False,False,5.766666666666667
1504,2,"['pv', 'pv']",True,False,False,False,1.6166666666666667
1507,1,"['pv', 'pv']",True,False,False,False,6.4
1513,5,"['pv', 'pv']",True,False,False,False,36.233333333333334
1514,2,['pv'],True,False,False,False,0.0
1521,4,['pv'],True,False,False,False,0.0
1521,5,['pv'],True,False,False,False,0.0
1529,2,['pv'],True,False,False,False,0.0
1529,3,['pv'],True,False,False,False,0.0
1530,1,['pv'],True,False,False,False,0.0
1530,2,['pv'],True,False,False,False,0.0
1538,6,['pv'],True,False,False,False,0.0
1539,1,['cart'],False,True,False,False,0.0
1542,1,['pv'],True,False,False,False,0.0
1548,1,['cart'],False,True,False,False,0.0
1549,2,['pv'],True,False,False,False,0.0
1556,2,['pv'],True,False,False,False,0.0
1557,2,['pv'],True,False,False,False,0.0
1558,4,"['pv', 'pv', 'pv']",True,False,False,False,1.4166666666666667
1558,8,"['pv', 'pv']",True,False,False,False,19.4
1573,2,"['pv', 'pv']",True,False,False,False,19.416666666666668
1577,5,['pv'],True,False,False,False,0.0
1578,1,['pv'],True,False,False,False,0.0
1581,1,['pv'],True,False,False,False,0.0
1586,1,"['pv', 'pv']",True,False,False,False,1.4333333333333333
1590,4,"['pv', 'pv']",True,False,False,False,5.466666666666667
1592,2,['pv'],True,False,False,False,0.0
1598,2,['pv'],True,False,False,False,0.0
1605,2,['pv'],True,False,False,False,0.0
1605,3,['pv'],True,False,False,False,0.0
1608,5,['pv'],True,False,False,False,0.0
1609,1,['pv'],True,False,False,False,0.0
1614,1,"['fav', 'pv']",True,False,True,False,2.0166666666666666
1616,2,['pv'],True,False,False,False,0.0
1626,2,['pv'],True,False,False,False,0.0
1631,1,['pv'],True,False,False,False,0.0
1631,2,['pv'],True,False,False,False,0.0
1631,3,"['pv', 'pv']",True,False,False,False,29.1
1631,6,['pv'],True,False,False,False,0.0
1631,7,"['pv', 'pv', 'pv']",True,False,False,False,16.516666666666666
1632,3,"['pv', 'pv', 'pv']",True,False,False,False,16.716666666666665
