,product_id,views,favorites,carts,purchases,view_to_purchase,cart_to_purchase,fav_to_purchase,cart_abandonment_rate,fav_abandonment_rate,product_segment
83,1458,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
84,1464,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
85,1465,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
86,1484,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
87,1487,7,0,0,0,0.0,0.0,0.0,0.0,0.0,Poor Converter
88,1511,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
89,1527,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
90,1551,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
91,1584,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
92,1593,2,1,0,0,0.0,0.0,0.0,0.0,1.0,Regular Product
93,1612,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
94,1613,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
95,1632,1,0,1,0,0.0,0.0,0.0,1.0,0.0,Regular Product
96,1638,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
97,1677,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
98,1700,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
99,1701,1,1,0,0,0.0,0.0,0.0,0.0,1.0,Regular Product
100,1715,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
101,1742,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
102,1771,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
103,1777,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
104,1796,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
105,1798,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
106,1804,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
107,1808,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
108,1820,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
109,1821,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
110,1833,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
111,1850,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
112,1855,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
113,1867,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
114,1875,5,1,1,0,0.0,0.0,0.0,1.0,1.0,Poor Converter
115,1880,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
116,1884,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
117,1940,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
118,1948,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
119,1950,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
120,1960,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
121,1969,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
122,1977,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
123,1998,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
124,2006,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
125,2011,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
126,2017,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
127,2025,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
128,2040,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
129,2100,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
130,2106,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
131,2118,3,0,0,1,0.3333333333333333,0.0,0.0,0.0,0.0,Regular Product
132,2126,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
133,2140,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
134,2148,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
135,2167,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
136,2170,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
137,2181,4,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
138,2196,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
139,2202,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
140,2211,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
141,2252,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
142,2287,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
143,2298,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
144,2331,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Regular Product
145,2346,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
146,2380,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
147,2381,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
148,2383,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
149,2425,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
150,2437,5,0,1,0,0.0,0.0,0.0,1.0,0.0,Poor Converter
151,2477,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
152,2479,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
153,2483,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
154,2494,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
155,2562,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
156,2625,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
157,2630,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
158,2650,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
159,2666,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
160,2684,1,1,0,0,0.0,0.0,0.0,0.0,1.0,Regular Product
161,2721,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
162,2748,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
163,2750,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
164,2751,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
165,2788,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
166,2791,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
167,2804,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
168,2873,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
169,2890,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
170,2900,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
171,2905,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
172,2968,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
173,2979,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
174,2997,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
175,2999,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
176,3018,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
177,3023,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
178,3032,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
179,3048,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
180,3049,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
181,3051,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
182,3065,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
183,3069,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
184,3076,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
185,3093,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
186,3116,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
187,3140,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
188,3166,0,1,0,0,0.0,0.0,0.0,0.0,1.0,Dead Stock
189,3179,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
190,3189,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
191,3194,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
192,3195,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
193,3215,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
194,3216,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
195,3218,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
196,3222,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
197,3239,7,0,0,0,0.0,0.0,0.0,0.0,0.0,Poor Converter
198,3245,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
199,3250,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
200,3257,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
201,3356,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
202,3379,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
203,3382,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
204,3386,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
205,3396,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
206,3415,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
207,3444,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
208,3460,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
209,3463,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
210,3467,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
211,3486,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
212,3489,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
213,3497,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
214,3535,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
215,3586,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
216,3606,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
217,3629,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
218,3684,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
219,3711,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
220,3730,30,1,1,0,0.0,0.0,0.0,1.0,1.0,"High Attention, No Sale"
221,3755,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
222,3759,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
223,3791,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
224,3797,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
225,3804,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
226,3815,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
227,3840,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
228,3874,1,0,1,0,0.0,0.0,0.0,1.0,0.0,Regular Product
229,3885,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
230,3896,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
231,3912,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
232,3926,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
233,3949,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
234,3953,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
235,3955,11,1,0,0,0.0,0.0,0.0,0.0,1.0,"High Attention, No Sale"
236,3981,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
237,3988,1,1,0,0,0.0,0.0,0.0,0.0,1.0,Regular Product
238,4033,5,0,0,0,0.0,0.0,0.0,0.0,0.0,Poor Converter
239,4038,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
240,4108,1,0,1,0,0.0,0.0,0.0,1.0,0.0,Regular Product
241,4115,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
242,4123,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
243,4169,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
244,4177,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
245,4227,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
246,4318,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
247,4333,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
248,4363,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
249,4366,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
250,4367,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
251,4368,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
252,4378,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
253,4379,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
254,4395,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
255,4396,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
256,4403,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
257,4459,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
258,4468,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
259,4478,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
260,4479,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
261,4482,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
262,4505,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
263,4543,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
264,4559,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
265,4571,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
266,4583,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
267,4610,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
268,4618,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
269,4623,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
270,4656,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
271,4659,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
272,4667,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
273,4672,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
274,4675,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
275,4680,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
276,4702,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
277,4714,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
278,4715,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
279,4744,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
280,4768,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
281,4770,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
282,4787,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
283,4789,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
284,4790,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
285,4802,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
286,4803,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
287,4862,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
288,4871,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
289,4879,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
290,4908,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
291,4922,2,1,0,0,0.0,0.0,0.0,0.0,1.0,Regular Product
292,4965,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
293,4974,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
294,5012,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
295,5047,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
296,5068,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
297,5091,1,0,0,1,1.0,0.0,0.0,0.0,0.0,Regular Product
298,5118,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
299,5147,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
300,5160,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
301,5164,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
302,5171,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
303,5194,1,0,0,1,1.0,0.0,0.0,0.0,0.0,Regular Product
304,5213,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
305,5215,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
306,5217,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
307,5233,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
308,5236,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
309,5256,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
310,5271,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Regular Product
311,5276,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
312,5278,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
313,5282,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
314,5318,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
315,5351,4,0,1,0,0.0,0.0,0.0,1.0,0.0,Regular Product
316,5359,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
317,5381,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
318,5385,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
319,5399,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
320,5422,4,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
321,5423,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
322,5429,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
323,5432,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
324,5506,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
325,5540,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
326,5549,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
327,5571,2,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
328,5576,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
329,5581,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
330,5584,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
331,5591,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
332,5602,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
333,5609,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
334,5625,4,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
335,5647,0,1,0,0,0.0,0.0,0.0,0.0,1.0,Dead Stock
336,5656,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
337,5679,0,1,0,0,0.0,0.0,0.0,0.0,1.0,Dead Stock
338,5696,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
339,5706,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
340,5735,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
341,5739,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
342,5741,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
343,5766,0,0,1,0,0.0,0.0,0.0,1.0,0.0,Dead Stock
344,5794,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
345,5828,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
346,5830,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
347,5837,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
348,5838,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
349,5859,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
350,5860,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
351,5903,3,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
352,5905,2,1,0,0,0.0,0.0,0.0,0.0,1.0,Regular Product
353,5913,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
354,5943,1,0,0,0,0.0,0.0,0.0,0.0,0.0,Regular Product
